MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,"127,500.00",22500,150000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M17,Risk management,FA_3B,Risk management,"655,988.00",11576259,77175059,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"170,000.00",30000,200000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"7,221,875.00",127444853,849632353,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"14,949,375.00",2638125,17587500,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"3,378,750.00",50977941,388852941,8689.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"311,200.00",3727059,34847059,893.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"743,750.00",131250,875000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"17,594,500.00",194020588,1953470588,9007.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M15,Forest-environment,FA_P4,Priority 4,"743,750.00",131250,875000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"14,949,375.00",2638125,17587500,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"3,378,750.00",50977941,388852941,8689.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"311,200.00",3727059,34847059,893.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"743,750.00",131250,875000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"17,594,500.00",194020588,1953470588,9007.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M15,Forest-environment,FA_P4,Priority 4,"743,750.00",131250,875000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5B,Energy efficiency,"1,450,312.00",25593741,170624941,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5D,Reducing GHG and NH3,"290,062.00",5118741,34124941,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5C,Renewable energy,"255,000.00",45000,300000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"612,000.00",108000,720000,85%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,"1,912,500.00",33397059,224647059,8513.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_5A,Water efficiency,"25,550,000.00",348088235,2903088235,8801.00%,,
PT,Portugal,2014PT06RDRP003,21,Madeira - Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"11,156,250.00",1968750,13125000,85%,,
PT,Portugal,2014PT14MFOP001,13,Maritime and Fisheries - Portugal,EMFF,,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,VOID,VOID,VOID,VOID,"214,853,847.00",6260470828,27745855528,7744.00%,,
PT,Portugal,2014PT14MFOP001,13,Maritime and Fisheries - Portugal,EMFF,,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"11,000,000.00",320521043,1420521043,7744.00%,,
PT,Portugal,2014PT14MFOP001,13,Maritime and Fisheries - Portugal,EMFF,,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"106,781,617.00",3111432294,13789593994,7744.00%,,
PT,Portugal,2014PT14MFOP001,13,Maritime and Fisheries - Portugal,EMFF,,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,VOID,VOID,VOID,VOID,"37,000,000.00",1078116235,4778116235,7744.00%,,
PT,Portugal,2014PT14MFOP001,13,Maritime and Fisheries - Portugal,EMFF,,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"22,850,000.00",7616668,30466668,75%,,
PT,Portugal,2014PT16CFOP001,2,Sustainability and Resource Use Efficiency - CF,CF,1,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"757,000,000.00",133588236,890588236,85%,,
PT,Portugal,2014PT16CFOP001,2,Sustainability and Resource Use Efficiency - CF,CF,2,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,VOID,VOID,VOID,VOID,"401,242,164.00",70807441,472049605,85%,,
PT,Portugal,2014PT16CFOP001,2,Sustainability and Resource Use Efficiency - CF,CF,3,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"1,045,000,000.00",184411765,1229411765,85%,,
PT,Portugal,2014PT16CFOP001,2,Sustainability and Resource Use Efficiency - CF,CF,4,TA,Technical Assistance,Technical Assistance,VOID,VOID,VOID,VOID,VOID,"49,500,000.00",8735295,58235295,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,"1,262,318,221.00",328965662,1591283883,7933.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,3,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,"158,521,762.00",29172407,187694169,8446.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,"161,286,915.00",28462397,189749312,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,"209,277,052.00",36931245,246208297,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,"102,868,742.00",18153307,121022049,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,5,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"72,608,789.00",12813316,85422105,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,"57,529,474.00",13052906,70582380,8151.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,7,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"79,861,737.00",18567295,98429032,8114.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,8,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"172,748,474.00",30485025,203233499,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ERDF,9,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,"32,247,872.00",5690801,37938673,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ESF,6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,"137,787,630.00",38884273,176671903,7799.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ESF,7,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"137,964,542.00",30627785,168592327,8183.00%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ESF,8,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"263,076,411.00",46425249,309501660,85%,,
PT,Portugal,2014PT16M2OP001,18,Norte - ERDF/ESF,ESF,9,11,Efficient Public Administration,Enhancing institutional capacity of public authorities and stakeholders and efficient public administration,Less developed,VOID,VOID,VOID,VOID,"44,137,600.00",7788989,51926589,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,1,1,Research & Innovation,"Strengthening research, technological development and innovation",Less developed,VOID,VOID,VOID,VOID,"168,747,871.00",52026398,220774269,7643.00%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,10,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,"54,240,000.00",9571765,63811765,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,"818,241,755.00",221024366,1039266121,7873.00%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"95,369,750.00",16829956,112199706,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,4,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,"58,862,331.00",10387471,69249802,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,5,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"87,137,669.00",15377236,102514905,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,6,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,"102,377,467.00",18066612,120444079,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,7,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,"126,752,900.00",22368159,149121059,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,8,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),Less developed,VOID,VOID,VOID,VOID,"28,784,236.00",5079572,33863808,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,9,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,Less developed,VOID,VOID,VOID,VOID,"63,000,000.00",11117647,74117647,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,9,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,"134,000,000.00",23647060,157647060,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ERDF,9,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"14,000,000.00",2470588,16470588,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ESF,3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"192,579,297.00",33984582,226563879,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ESF,4,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,Less developed,VOID,VOID,VOID,VOID,"117,897,598.00",29474400,147371998,80%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ESF,5,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"68,307,447.00",12054256,80361703,85%,,
PT,Portugal,2014PT16M2OP002,15,Centro - ERDF/ESF,ESF,8,11,Efficient Public Administration,Enhancing institutional capacity of public authorities and stakeholders and efficient public administration,Less developed,VOID,VOID,VOID,VOID,"24,732,710.00",4364596,29097306,85%,,
PT,Portugal,2014PT16M2OP003,15,Alentejo - ERDF/ESF,ERDF,1,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,"363,473,288.00",95739559,459212847,7915.00%,,
PT,Portugal,2014PT16M2OP003,15,Alentejo - ERDF/ESF,ERDF,10,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,"30,665,000.00",5411471,36076471,85%,,
PT,Portugal,2014PT16M2OP003,15,Alentejo - ERDF/ESF,ERDF,2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"41,881,776.00",7390902,49272678,85%,,
