MS,MS Name,CCI,Ver,Title,Fund,Priority,TO_code,To short,TO long,Category of region,EAFRD Measure code,Measure short description,EAFRD Focus Area code,Focus area short description,EU Amount,National Amount,Total Amount,EU co-financing
IT,Italy,2014IT16RFOP022,1.2,Basilicata - ERDF,ERDF,5,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,Less developed,VOID,VOID,VOID,VOID,"83,253,666.00","83,253,666.00","166,507,332.00",50%
IT,Italy,2014IT16RFOP022,1.2,Basilicata - ERDF,ERDF,6,7,Network Infrastructures in Transport and Energy,Promoting sustainable transport and removing bottlenecks in key network infrastructures,Less developed,VOID,VOID,VOID,VOID,"33,500,000.00","33,500,000.00","67,000,000.00",50%
IT,Italy,2014IT16RFOP022,1.2,Basilicata - ERDF,ERDF,7,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",Less developed,VOID,VOID,VOID,VOID,"30,500,000.00","30,500,000.00","61,000,000.00",50%
IT,Italy,2014IT16RFOP022,1.2,Basilicata - ERDF,ERDF,8,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",Less developed,VOID,VOID,VOID,VOID,"16,500,000.00","16,500,000.00","33,000,000.00",50%
IT,Italy,2014IT16RFOP022,1.2,Basilicata - ERDF,ERDF,9,TA,Technical Assistance,Technical Assistance,Less developed,VOID,VOID,VOID,VOID,"16,500,000.00","16,500,000.00","33,000,000.00",50%
IT,Italy,2015IT16RFSM001,1.2,SME Initiative  - ERDF,ERDF,1,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Less developed,VOID,VOID,VOID,VOID,"97,500,000.00",0.00,"97,500,000.00",100%
IT,Italy,2015IT16RFSM001,1.2,SME Initiative  - ERDF,ERDF,1,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),Transition,VOID,VOID,VOID,VOID,"2,500,000.00","2,500,000.00","5,000,000.00",50%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,,DM,Discontinued Measures,EAFRD Discontinued Measures from 2007-2013,VOID,M113,Early retirement,FA_M113,M113,"76,807,230.00","13,554,217.06","90,361,447.06",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"57,323,529.60","10,115,916.99","67,439,446.59",85%
UK,United Kingdom,2014UK16RFOP001,2.1,England - ERDF,ERDF,9,TA,Technical Assistance,Technical Assistance,Transition,VOID,VOID,VOID,VOID,"42,794,269.00","28,529,513.00","71,323,782.00",60%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2A,Farm performance,"1,476,500.00","260,558.82","1,737,058.82",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2B,New farmers,"415,000.00","73,235.29","488,235.29",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_2C+,Programme Specific (1),"253,500.00","44,735.29","298,235.29",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_2A,Farm performance,"12,004,674.10","2,118,471.90","14,123,146.00",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2A,Farm performance,"8,153,144.92","1,438,790.28","9,591,935.20",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2B,New farmers,"678,750.00","119,779.41","798,529.41",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_2C+,Programme Specific (1),"1,108,345.88","195,590.45","1,303,936.33",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2A,Farm performance,"410,475,420.70","72,436,838.93","482,912,259.63",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_2C+,Programme Specific (1),"3,590,729.00","633,658.06","4,224,387.06",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2A,Farm performance,"14,344,640.00","2,531,407.06","16,876,047.06",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M06,Farm and business development,FA_2B,New farmers,"55,000,000.00","9,705,882.35","64,705,882.35",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P2,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M08,Forest,FA_2C+,Programme Specific (1),"9,847,081.00","1,737,720.18","11,584,801.18",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_3A,Competitiveness of producers,"390,000.00","68,823.53","458,823.53",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_3A,Competitiveness of producers,"6,447,078.70","1,137,719.77","7,584,798.47",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_3A,Competitiveness of producers,"4,477,062.00","790,069.76","5,267,131.76",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M03,Quality schemes,FA_3A,Competitiveness of producers,"3,591,000.00","633,705.88","4,224,705.88",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M04,Physical Investment,FA_3A,Competitiveness of producers,"107,724,320.00","19,010,174.11","126,734,494.11",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M09,Producer groups / organisations,FA_3A,Competitiveness of producers,"1,520,505.00","268,324.41","1,788,829.41",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P3,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,M17,Risk management,FA_3B,Risk management,"14,841,242.00","2,619,042.71","17,460,284.71",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_P4,Priority 4,"195,000.00","34,411.76","229,411.76",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_P4,Priority 4,"639,059.40","112,775.19","751,834.59",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_P4,Priority 4,"2,313,883.20","408,332.33","2,722,215.53",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M04,Physical Investment,FA_P4,Priority 4,"1,303,290.00","434,430.00","1,737,720.00",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M08,Forest,FA_P4,Priority 4,"9,423,540.50","1,662,977.73","11,086,518.23",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"38,664,533.94","12,888,177.98","51,552,711.92",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M11,Organic Farming,FA_P4,Priority 4,"56,544,254.00","18,848,084.66","75,392,338.66",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"2,461,775.00","820,591.67","3,282,366.67",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"107,638,525.00","35,879,508.33","143,518,033.33",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,5,Climate Change Adaptation & Risk Prevention,"Promoting climate change adaptation, risk prevention and management",VOID,M15,Forest-environment,FA_P4,Priority 4,"477,874.50","159,291.50","637,166.00",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M04,Physical Investment,FA_P4,Priority 4,"1,303,290.00","434,430.00","1,737,720.00",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M08,Forest,FA_P4,Priority 4,"9,423,540.50","1,662,977.73","11,086,518.23",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M10,Agri-environment-climate,FA_P4,Priority 4,"38,664,533.94","12,888,177.98","51,552,711.92",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M11,Organic Farming,FA_P4,Priority 4,"56,544,254.00","18,848,084.66","75,392,338.66",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M12,NAT 2000 & WFD,FA_P4,Priority 4,"2,461,775.00","820,591.67","3,282,366.67",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M13,Areas with natural constraints,FA_P4,Priority 4,"107,638,525.00","35,879,508.33","143,518,033.33",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P4,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,M15,Forest-environment,FA_P4,Priority 4,"477,874.50","159,291.50","637,166.00",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5C,Renewable energy,"39,000.00","6,882.35","45,882.35",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5D,Reducing GHG and NH3,"234,000.00","41,294.12","275,294.12",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_5E,Carbon conservation / sequestration,"117,000.00","20,647.06","137,647.06",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M16,Cooperation,FA_5D,Reducing GHG and NH3,"1,278,118.80","225,550.38","1,503,669.18",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_5D,Reducing GHG and NH3,"696,177.00","122,854.76","819,031.76",85%
MT,Malta,2014MT06RDNP001,1.2,Malta - National Rural Development,EAFRD,,TA,Technical Assistance,Technical Assistance,VOID,M20,TA,FA_M20,M20 – Technical Assistance,"3,893,076.00","1,297,692.00","5,190,768.00",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M04,Physical Investment,FA_5C,Renewable energy,"2,552,181.30","450,384.94","3,002,566.24",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M06,Farm and business development,FA_5C,Renewable energy,"38,403,618.00","6,777,109.06","45,180,727.06",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M08,Forest,FA_5E,Carbon conservation / sequestration,"66,469,381.00","22,156,460.33","88,625,841.33",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5D,Reducing GHG and NH3,"17,511,159.06","5,837,053.02","23,348,212.08",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P5,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,M10,Agri-environment-climate,FA_5E,Carbon conservation / sequestration,"11,971,265.06","3,990,421.69","15,961,686.75",75%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P6,1,Research & Innovation,"Strengthening research, technological development and innovation",VOID,M02,Advisory services,FA_6A,"Diversification, SMEs and job creation","780,000.00","137,647.06","917,647.06",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P6,10,Educational & Vocational Training,"Investing in education, training and vocational training for skills and lifelong learning",VOID,M01,Knowledge,FA_6A,"Diversification, SMEs and job creation","2,496,177.00","440,501.82","2,936,678.82",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P6,2,Information & Communication Technologies,Enhancing access to and use and quality of information and communication technologies (ICT),VOID,M07,Basic services,FA_6C,ICT,"3,766,520.00","664,680.00","4,431,200.00",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P6,8,Sustainable & Quality Employment,Promoting sustainable and quality employment and supporting labour mobility,VOID,M06,Farm and business development,FA_6A,"Diversification, SMEs and job creation","82,415,426.00","14,543,898.70","96,959,324.70",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M07,Basic services,FA_6B,Local development,"60,927,641.00","10,751,936.64","71,679,577.64",85%
LT,Lithuania,2014LT06RDNP001,3.1,Lithuania - National Rural Development,EAFRD,P6,9,Social Inclusion,"Promoting social inclusion, combating poverty and any discrimination",VOID,M19,LEADER and CLLD,FA_6B,Local development,"96,785,294.40","17,079,757.83","113,865,052.23",85%
LT,Lithuania,2014LT14MFOP001,1.3,Maritime and Fisheries - Lithuania,EMFF,,3,Competitiveness of SMEs,Enhancing the competitiveness of small and medium-sized enterprises (SMEs),VOID,VOID,VOID,VOID,VOID,"31,363,899.00","8,896,854.29","40,260,753.29",77.9%
LT,Lithuania,2014LT14MFOP001,1.3,Maritime and Fisheries - Lithuania,EMFF,,4,Low-Carbon Economy,Supporting the shift towards a low-carbon economy in all sectors,VOID,VOID,VOID,VOID,VOID,"325,750.00","92,404.02","418,154.02",77.9%
LT,Lithuania,2014LT14MFOP001,1.3,Maritime and Fisheries - Lithuania,EMFF,,6,Environment Protection & Resource Efficiency,Preserving and protecting the environment and promoting resource efficiency,VOID,VOID,VOID,VOID,VOID,"17,674,645.00","5,013,686.00","22,688,331.00",77.9%
